filename	onset	offset	event_label
142.wav	6.479	7.378	Cat
142.wav	9.652	10.000	Cat
1420.wav	0.024	0.501	Speech
1420.wav	7.393	8.489	Cat
1422.wav	1.560	2.194	Speech
1422.wav	1.731	2.544	Cat
1422.wav	3.639	5.368	Cat
1422.wav	5.198	6.119	Speech
1422.wav	6.050	8.540	Cat
1422.wav	9.520	10.000	Speech
1424.wav	0.170	1.186	Cat
1424.wav	1.683	2.699	Cat
1424.wav	7.058	8.023	Cat
1424.wav	8.044	8.480	Dishes
1424.wav	9.734	10.000	Cat
1426.wav	2.720	3.506	Cat
1426.wav	4.199	5.225	Speech
1426.wav	5.158	6.690	Cat
1426.wav	8.251	9.023	Cat
1426.wav	8.873	10.000	Speech
1428.wav	0.833	2.669	Cat
1428.wav	4.639	4.889	Speech
1428.wav	6.385	8.372	Cat
1428.wav	8.942	10.000	Cat
143.wav	7.028	8.776	Cat
1430.wav	1.453	2.103	Speech
1430.wav	1.828	2.458	Cat
1430.wav	8.393	8.953	Speech
1431.wav	2.011	5.597	Cat
1431.wav	3.367	4.099	Speech
1431.wav	7.998	9.146	Speech
1431.wav	8.718	9.263	Cat
1432.wav	0.516	2.296	Cat
1432.wav	3.782	4.828	Cat
1433.wav	1.981	3.274	Cat
1433.wav	7.234	7.718	Cat
1434.wav	4.199	4.829	Cat
1436.wav	1.646	1.896	Dishes
1436.wav	2.891	5.409	Speech
1436.wav	6.393	10.000	Frying
1436.wav	9.660	10.000	Dishes
1438.wav	1.462	1.833	Dishes
1438.wav	3.352	4.746	Speech
1439.wav	7.621	8.539	Dishes
144.wav	1.615	2.888	Cat
144.wav	5.120	5.843	Speech
144.wav	8.875	10.000	Cat
1440.wav	6.514	6.764	Dishes
1442.wav	3.825	4.743	Dishes
1442.wav	9.393	10.000	Dishes
1444.wav	0.827	2.227	Dishes
1444.wav	2.280	2.705	Speech
1444.wav	7.499	10.000	Speech
1448.wav	4.577	4.827	Dishes
1448.wav	6.802	7.052	Dishes
1449.wav	0.360	0.714	Dishes
1449.wav	1.533	3.507	Speech
1449.wav	5.610	6.186	Dishes
1450.wav	0.438	2.235	Speech
1450.wav	4.820	5.554	Dishes
1455.wav	5.286	6.057	Dishes
1455.wav	7.914	9.716	Speech
1457.wav	3.848	4.424	Dishes
1458.wav	0.650	2.491	Speech
1458.wav	2.465	2.751	Dishes
1458.wav	3.667	4.862	Dishes
1458.wav	5.697	6.265	Dishes
1458.wav	7.466	9.314	Dishes
1460.wav	1.607	3.581	Speech
1460.wav	7.878	8.709	Dishes
1461.wav	1.477	2.074	Dishes
1461.wav	1.909	2.702	Speech
1461.wav	4.139	4.650	Dishes
1461.wav	6.277	6.712	Speech
1461.wav	9.405	10.000	Speech
1464.wav	2.039	2.289	Dishes
1464.wav	2.145	3.215	Speech
1464.wav	3.249	4.253	Dishes
1464.wav	4.736	6.271	Speech
1464.wav	5.693	7.453	Dishes
1464.wav	6.714	7.935	Speech
1465.wav	0.110	2.388	Speech
1465.wav	2.808	3.685	Dishes
1465.wav	3.891	4.317	Speech
1465.wav	6.308	6.558	Dishes
1465.wav	8.645	9.476	Dishes
1468.wav	4.139	4.389	Dishes
1468.wav	5.658	6.011	Dishes
1469.wav	9.549	9.799	Dishes
1470.wav	5.785	6.313	Speech
1470.wav	9.002	9.578	Dishes
1472.wav	0.004	0.655	Dishes
1472.wav	2.013	2.581	Dishes
1472.wav	2.363	4.012	Speech
1472.wav	5.752	6.781	Dishes
1472.wav	7.033	7.646	Dishes
1472.wav	7.595	10.000	Speech
1472.wav	8.428	9.718	Dishes
1474.wav	0.566	1.244	Dishes
1474.wav	1.656	3.787	Speech
1474.wav	2.149	3.042	Dishes
1474.wav	7.157	8.085	Dishes
1474.wav	8.486	9.671	Speech
1476.wav	2.355	3.950	Speech
1476.wav	3.610	10.000	Frying
1476.wav	7.350	8.447	Dishes
1477.wav	4.101	4.357	Dishes
148.wav	0.654	1.948	Cat
148.wav	5.015	6.309	Cat
148.wav	8.467	8.717	Speech
1480.wav	1.822	3.365	Dishes
1480.wav	3.829	4.174	Speech
1480.wav	6.259	6.509	Dishes
1483.wav	2.068	10.000	Running_water
1483.wav	2.410	3.241	Dishes
1483.wav	9.469	9.840	Dishes
1485.wav	2.831	3.147	Dishes
1485.wav	8.690	9.193	Dishes
1486.wav	0.164	0.414	Dishes
1486.wav	1.115	1.395	Speech
1486.wav	2.969	3.582	Speech
1486.wav	3.052	5.458	Dishes
1486.wav	9.131	10.000	Speech
1487.wav	0.410	0.938	Dishes
1487.wav	2.209	4.295	Speech
1487.wav	4.250	7.887	Frying
1487.wav	6.625	6.875	Dishes
1487.wav	8.409	10.000	Dishes
1487.wav	8.939	9.519	Speech
1488.wav	0.363	1.519	Speech
1488.wav	1.810	2.070	Dishes
1488.wav	4.276	6.322	Dishes
1488.wav	7.704	8.140	Dishes
149.wav	5.462	9.045	Cat
1491.wav	2.074	2.676	Dishes
1491.wav	3.192	3.805	Speech
1491.wav	4.216	5.312	Dishes
1491.wav	5.984	6.234	Dishes
1491.wav	7.620	8.900	Speech
1491.wav	8.716	10.000	Frying
1492.wav	1.075	2.587	Dishes
1494.wav	0.656	4.100	Blender
1494.wav	1.388	2.168	Dishes
1494.wav	2.328	2.578	Dishes
1494.wav	3.363	4.778	Dishes
1494.wav	4.292	5.945	Speech
1494.wav	6.992	7.685	Speech
1494.wav	9.459	9.820	Dishes
1495.wav	0.703	2.175	Speech
1495.wav	0.710	0.960	Dishes
1496.wav	0.291	1.843	Dishes
1496.wav	4.110	6.542	Speech
1496.wav	7.325	8.270	Dishes
1496.wav	9.477	10.000	Frying
1496.wav	9.598	9.999	Speech
1497.wav	4.107	4.672	Dishes
1497.wav	6.690	7.061	Dishes
1498.wav	0.755	2.130	Speech
1498.wav	3.409	3.844	Speech
1498.wav	5.568	6.290	Speech
1498.wav	7.938	10.000	Dog
1498.wav	9.333	10.000	Running_water
150.wav	2.788	3.884	Cat
150.wav	4.511	10.000	Cat
150.wav	5.072	6.962	Dog
1500.wav	4.319	7.244	Speech
1500.wav	7.290	9.921	Dog
1502.wav	4.631	4.931	Dog
151.wav	7.839	8.161	Cat
1510.wav	7.578	7.844	Dog
1511.wav	0.690	3.011	Dog
1511.wav	4.522	4.979	Dog
1511.wav	6.628	6.878	Dog
1511.wav	6.972	7.665	Speech
1511.wav	8.155	8.611	Dog
1511.wav	8.844	9.230	Dog
1518.wav	1.091	3.051	Speech
1518.wav	3.616	3.955	Dog
1518.wav	4.111	8.581	Dog
1518.wav	4.214	4.530	Alarm_bell_ringing
1518.wav	8.359	10.000	Speech
1518.wav	9.384	9.739	Dog
1519.wav	1.808	3.842	Dog
152.wav	1.547	3.195	Cat
152.wav	5.605	8.084	Cat
152.wav	7.951	8.744	Speech
1522.wav	0.103	0.833	Speech
1522.wav	1.888	2.301	Speech
1522.wav	5.402	8.901	Dog
1523.wav	1.442	3.175	Speech
1523.wav	3.400	5.655	Dog
1523.wav	7.375	8.301	Dog
1524.wav	4.237	4.787	Dog
1528.wav	4.796	5.523	Dog
1528.wav	7.508	8.678	Dog
1529.wav	0.431	0.681	Dog
1529.wav	2.456	8.908	Running_water
1529.wav	6.800	7.056	Dog
1529.wav	7.404	8.087	Dog
1530.wav	1.150	1.460	Dog
1530.wav	2.524	2.834	Dog
1530.wav	4.398	5.431	Dog
1530.wav	5.996	6.295	Dog
1530.wav	7.519	8.047	Speech
1530.wav	8.243	9.839	Speech
1530.wav	8.717	9.175	Dog
1532.wav	5.204	5.584	Dog
1533.wav	0.296	1.188	Dog
1533.wav	6.573	7.686	Dog
1535.wav	0.642	0.978	Speech
1535.wav	1.187	2.084	Speech
1535.wav	4.498	4.833	Dog
1535.wav	5.286	8.485	Dog
1535.wav	5.669	6.850	Speech
1535.wav	8.957	9.340	Dog
1536.wav	3.703	4.095	Dog
1536.wav	4.420	5.492	Dog
1536.wav	6.466	8.985	Speech
1537.wav	0.016	0.326	Dog
1537.wav	0.594	0.933	Dog
1537.wav	2.564	3.103	Speech
1537.wav	4.321	4.573	Dog
1537.wav	4.450	5.173	Speech
1537.wav	4.887	5.528	Dog
1537.wav	8.195	9.466	Dog
1540.wav	1.579	2.044	Dog
1540.wav	8.347	10.000	Dog
1544.wav	2.357	5.130	Dog
1544.wav	5.375	6.227	Dog
1546.wav	2.806	3.532	Dog
1546.wav	3.994	4.285	Dog
1546.wav	6.001	6.475	Dog
1546.wav	7.120	10.000	Cat
1546.wav	7.323	7.800	Speech
1546.wav	8.983	9.578	Dog
1548.wav	0.010	0.366	Dog
1548.wav	2.809	3.821	Dog
1548.wav	8.819	10.000	Speech
155.wav	5.417	6.329	Cat
155.wav	7.008	7.821	Cat
1550.wav	0.595	2.405	Speech
1550.wav	4.899	5.364	Dog
1550.wav	5.540	6.611	Dog
1550.wav	6.819	7.520	Dog
1552.wav	3.968	4.451	Dog
1552.wav	4.862	7.027	Dog
1553.wav	6.691	7.225	Dog
1553.wav	7.688	10.000	Speech
1553.wav	9.673	10.000	Dog
1554.wav	1.171	1.699	Speech
1554.wav	1.999	2.457	Dog
1554.wav	2.148	3.185	Cat
1554.wav	3.408	3.866	Speech
1554.wav	4.363	4.613	Dog
1554.wav	4.581	7.349	Speech
1554.wav	9.632	10.000	Dog
1558.wav	2.513	3.488	Dog
1558.wav	6.559	6.809	Dog
156.wav	1.901	3.344	Cat
156.wav	4.087	4.337	Dog
156.wav	7.374	8.136	Cat
1560.wav	4.766	7.300	Speech
1560.wav	8.344	10.000	Electric_shaver_toothbrush
1561.wav	7.824	10.000	Electric_shaver_toothbrush
1562.wav	1.757	10.000	Electric_shaver_toothbrush
1562.wav	4.654	5.336	Speech
1563.wav	2.717	10.000	Electric_shaver_toothbrush
1564.wav	2.882	3.295	Speech
1564.wav	6.373	10.000	Electric_shaver_toothbrush
1567.wav	6.198	10.000	Electric_shaver_toothbrush
1568.wav	5.150	10.000	Electric_shaver_toothbrush
1569.wav	3.451	5.912	Electric_shaver_toothbrush
1570.wav	1.350	1.970	Speech
1570.wav	5.046	6.226	Speech
1570.wav	6.727	10.000	Electric_shaver_toothbrush
1571.wav	7.362	10.000	Speech
1571.wav	9.432	10.000	Electric_shaver_toothbrush
1572.wav	0.890	2.111	Speech
1572.wav	2.757	3.215	Speech
1572.wav	4.336	5.617	Speech
1572.wav	6.713	10.000	Electric_shaver_toothbrush
1573.wav	1.510	10.000	Electric_shaver_toothbrush
1573.wav	3.194	3.533	Speech
1575.wav	6.384	10.000	Electric_shaver_toothbrush
1575.wav	7.264	7.994	Speech
1576.wav	7.081	9.764	Electric_shaver_toothbrush
1578.wav	2.219	8.843	Electric_shaver_toothbrush
1579.wav	0.733	6.053	Electric_shaver_toothbrush
1579.wav	8.936	10.000	Electric_shaver_toothbrush
158.wav	3.614	6.431	Dog
158.wav	7.562	8.365	Cat
1580.wav	6.069	10.000	Electric_shaver_toothbrush
1582.wav	2.054	2.582	Speech
1582.wav	6.204	9.148	Speech
1582.wav	8.601	10.000	Electric_shaver_toothbrush
1583.wav	2.153	9.009	Speech
1583.wav	3.426	5.999	Electric_shaver_toothbrush
1584.wav	2.983	3.263	Speech
1584.wav	9.243	10.000	Electric_shaver_toothbrush
1585.wav	5.343	7.803	Electric_shaver_toothbrush
1590.wav	3.261	10.000	Electric_shaver_toothbrush
1591.wav	5.554	10.000	Electric_shaver_toothbrush
1595.wav	7.357	10.000	Electric_shaver_toothbrush
1595.wav	9.331	10.000	Speech
1596.wav	9.075	10.000	Electric_shaver_toothbrush
1597.wav	4.180	4.593	Speech
1597.wav	8.731	10.000	Electric_shaver_toothbrush
1597.wav	8.837	9.469	Speech
1599.wav	2.011	10.000	Electric_shaver_toothbrush
1599.wav	6.773	8.246	Speech
160.wav	4.249	5.450	Cat
1601.wav	2.832	3.619	Speech
1601.wav	6.596	10.000	Electric_shaver_toothbrush
1602.wav	0.435	0.694	Speech
1602.wav	2.049	10.000	Electric_shaver_toothbrush
1602.wav	7.619	8.147	Speech
1603.wav	1.822	10.000	Electric_shaver_toothbrush
1603.wav	5.198	6.345	Speech
1604.wav	1.649	5.772	Electric_shaver_toothbrush
1606.wav	5.282	10.000	Electric_shaver_toothbrush
1607.wav	8.011	10.000	Electric_shaver_toothbrush
1608.wav	3.564	10.000	Electric_shaver_toothbrush
1610.wav	6.335	10.000	Electric_shaver_toothbrush
1613.wav	2.605	10.000	Electric_shaver_toothbrush
1614.wav	1.531	10.000	Electric_shaver_toothbrush
1614.wav	9.598	9.942	Speech
1615.wav	1.512	2.668	Speech
1615.wav	3.960	8.026	Electric_shaver_toothbrush
1615.wav	5.878	8.647	Speech
1616.wav	2.654	3.211	Speech
1616.wav	5.383	10.000	Electric_shaver_toothbrush
1617.wav	8.196	10.000	Electric_shaver_toothbrush
1618.wav	0.984	10.000	Electric_shaver_toothbrush
1619.wav	8.937	10.000	Electric_shaver_toothbrush
162.wav	7.968	8.474	Cat
1620.wav	0.119	10.000	Electric_shaver_toothbrush
1620.wav	0.504	1.980	Speech
1620.wav	5.893	6.143	Speech
1620.wav	9.127	9.687	Speech
1624.wav	9.417	10.000	Dishes
1624.wav	9.510	10.000	Frying
1627.wav	1.131	1.567	Dishes
1627.wav	1.518	2.995	Speech
1627.wav	5.716	10.000	Frying
1627.wav	5.941	6.191	Dishes
1627.wav	8.334	10.000	Speech
1632.wav	3.861	4.692	Dishes
1632.wav	6.451	6.962	Dishes
1632.wav	7.394	7.696	Speech
1632.wav	8.156	10.000	Frying
1632.wav	8.769	9.272	Dishes
1635.wav	4.870	10.000	Frying
1635.wav	5.938	6.197	Speech
1636.wav	3.620	4.148	Speech
1636.wav	4.505	5.261	Dishes
1636.wav	5.820	7.580	Dishes
1636.wav	6.150	7.286	Speech
1636.wav	8.289	10.000	Frying
1638.wav	2.664	10.000	Frying
1640.wav	4.694	5.358	Speech
1640.wav	5.715	6.281	Dishes
1640.wav	7.459	10.000	Frying
1643.wav	1.077	1.695	Dishes
1643.wav	2.593	4.555	Speech
1643.wav	4.828	10.000	Frying
1643.wav	5.589	7.514	Speech
1645.wav	4.560	10.000	Frying
165.wav	2.786	3.433	Cat
165.wav	6.586	7.978	Cat
165.wav	9.713	10.000	Cat
1650.wav	5.319	10.000	Frying
1651.wav	0.793	1.372	Dishes
1651.wav	3.225	3.917	Speech
1651.wav	9.690	10.000	Frying
1653.wav	3.966	10.000	Frying
1653.wav	4.186	4.436	Dishes
1653.wav	4.759	5.161	Speech
1653.wav	5.235	5.485	Dishes
1653.wav	6.884	8.195	Speech
1654.wav	4.852	5.102	Dishes
1654.wav	5.726	5.976	Dishes
1654.wav	6.156	6.879	Speech
1654.wav	7.806	8.258	Dishes
1654.wav	9.153	10.000	Frying
1655.wav	5.677	10.000	Frying
1656.wav	2.160	3.537	Speech
1656.wav	7.399	10.000	Frying
1657.wav	6.076	10.000	Frying
1657.wav	7.809	8.435	Speech
1658.wav	5.117	5.729	Dishes
1658.wav	8.926	10.000	Frying
1658.wav	9.039	9.762	Speech
166.wav	1.847	2.477	Cat
166.wav	3.643	4.429	Cat
166.wav	4.205	5.234	Speech
166.wav	7.130	8.220	Cat
1660.wav	0.671	10.000	Frying
1660.wav	9.241	10.000	Speech
1662.wav	8.014	10.000	Frying
1665.wav	0.426	0.991	Dishes
1665.wav	2.177	2.614	Dishes
1665.wav	7.840	10.000	Frying
167.wav	4.626	5.492	Cat
1672.wav	0.000	10.000	Frying
1674.wav	0.000	10.000	Frying
1674.wav	0.653	1.401	Dishes
1674.wav	6.789	8.075	Dishes
1674.wav	9.278	9.528	Dishes
1680.wav	0.000	10.000	Frying
1680.wav	8.491	10.000	Speech
1687.wav	1.329	2.749	Speech
1687.wav	1.974	2.546	Alarm_bell_ringing
1687.wav	4.019	4.269	Dishes
1687.wav	6.064	8.342	Speech
1687.wav	9.169	10.000	Running_water
1687.wav	9.367	10.000	Speech
1689.wav	5.330	5.580	Dishes
1689.wav	6.377	10.000	Running_water
1689.wav	7.748	7.998	Dishes
1692.wav	3.019	3.363	Speech
1692.wav	8.480	10.000	Running_water
1692.wav	9.574	9.824	Speech
1700.wav	0.234	0.941	Speech
1700.wav	0.574	3.989	Running_water
1700.wav	1.650	3.299	Speech
1700.wav	5.659	6.340	Speech
1700.wav	8.597	8.951	Dishes
1702.wav	3.919	7.334	Running_water
1702.wav	9.657	10.000	Running_water
1703.wav	0.678	6.995	Running_water
1703.wav	3.249	4.642	Speech
1703.wav	5.431	6.012	Speech
1704.wav	2.350	3.137	Speech
1704.wav	3.388	8.368	Running_water
1708.wav	2.453	10.000	Running_water
1715.wav	4.372	5.084	Cat
1715.wav	5.862	6.112	Dishes
1715.wav	7.112	10.000	Running_water
1715.wav	8.032	9.295	Dishes
1716.wav	0.674	1.251	Dishes
1716.wav	2.010	6.633	Running_water
1716.wav	2.554	4.445	Speech
1716.wav	4.998	5.662	Speech
1716.wav	7.658	9.500	Speech
1716.wav	9.233	10.000	Running_water
1718.wav	1.460	6.977	Running_water
1723.wav	1.307	2.780	Speech
1723.wav	1.744	10.000	Running_water
1723.wav	4.560	7.311	Speech
1724.wav	1.071	2.666	Speech
1724.wav	2.829	5.519	Speech
1724.wav	5.686	10.000	Running_water
1724.wav	8.417	9.020	Cat
1724.wav	9.189	10.000	Speech
1725.wav	0.667	9.799	Running_water
1728.wav	2.710	10.000	Running_water
1728.wav	4.469	4.719	Speech
1733.wav	0.486	2.345	Speech
1733.wav	3.183	3.906	Speech
1733.wav	5.655	6.913	Running_water
1733.wav	7.351	9.617	Running_water
1735.wav	6.035	10.000	Running_water
1739.wav	5.829	10.000	Running_water
1741.wav	2.760	9.012	Running_water
1744.wav	1.668	2.500	Speech
1744.wav	3.084	4.365	Speech
1744.wav	3.225	10.000	Running_water
1748.wav	1.308	1.644	Speech
1748.wav	9.026	10.000	Speech
175.wav	2.281	3.482	Cat
175.wav	5.428	6.120	Speech
175.wav	7.110	7.573	Dog
175.wav	7.703	10.000	Speech
175.wav	8.203	9.998	Cat
1750.wav	0.448	1.335	Speech
1750.wav	1.662	2.151	Speech
1750.wav	3.016	3.770	Cat
1750.wav	7.042	7.867	Cat
1750.wav	9.089	9.869	Dishes
1750.wav	9.271	10.000	Speech
1752.wav	4.332	4.671	Speech
1752.wav	6.770	7.663	Dishes
1752.wav	8.259	8.684	Speech
1753.wav	6.176	8.010	Speech
1754.wav	0.218	0.468	Dishes
1754.wav	1.991	3.633	Speech
1754.wav	3.567	3.891	Dishes
1754.wav	7.487	8.120	Speech
1754.wav	8.275	9.798	Speech
1754.wav	8.787	10.000	Running_water
1755.wav	1.302	1.934	Speech
1755.wav	2.541	3.024	Blender
1755.wav	2.604	6.339	Speech
1755.wav	4.961	5.211	Dishes
1755.wav	7.716	8.548	Dishes
1756.wav	2.605	2.863	Dishes
1756.wav	9.568	10.000	Speech
1757.wav	0.741	2.111	Speech
1757.wav	3.359	3.609	Dishes
1757.wav	3.554	10.000	Running_water
1757.wav	9.434	10.000	Dishes
176.wav	0.839	1.328	Speech
176.wav	8.805	10.000	Cat
1760.wav	0.288	1.018	Speech
1760.wav	1.175	2.595	Speech
1760.wav	1.320	2.076	Dishes
1760.wav	4.940	6.315	Speech
1760.wav	7.133	8.190	Cat
1760.wav	7.287	8.102	Speech
1760.wav	8.492	10.000	Frying
1760.wav	8.671	10.000	Speech
1766.wav	1.590	2.656	Speech
1766.wav	2.893	4.074	Speech
1766.wav	6.045	6.503	Speech
1766.wav	6.894	8.856	Speech
1769.wav	2.427	3.584	Speech
1769.wav	6.170	6.659	Speech
1769.wav	7.289	8.269	Dog
1772.wav	2.584	3.865	Speech
1772.wav	4.941	9.582	Speech
1780.wav	2.749	6.982	Alarm_bell_ringing
1780.wav	4.200	5.079	Cat
1780.wav	8.573	10.000	Speech
1782.wav	0.995	1.245	Speech
1782.wav	8.613	10.000	Speech
1783.wav	0.333	0.735	Speech
1783.wav	4.084	4.568	Alarm_bell_ringing
1783.wav	8.226	9.902	Speech
1787.wav	1.270	1.923	Dishes
1787.wav	1.975	3.235	Speech
1787.wav	3.523	5.695	Speech
1787.wav	5.989	6.500	Dishes
1787.wav	7.438	7.871	Dog
1787.wav	8.433	9.058	Speech
1787.wav	9.363	10.000	Speech
1789.wav	2.047	2.923	Dishes
1789.wav	5.443	6.275	Speech
1789.wav	7.774	10.000	Speech
179.wav	0.270	0.520	Speech
179.wav	1.370	2.416	Cat
179.wav	1.461	1.711	Dog
179.wav	1.730	3.106	Speech
179.wav	4.868	5.275	Speech
179.wav	6.262	8.200	Cat
179.wav	9.101	10.000	Dog
1793.wav	1.124	2.601	Speech
1793.wav	2.283	4.473	Alarm_bell_ringing
1793.wav	4.341	4.901	Speech
1793.wav	8.285	10.000	Dog
1794.wav	0.334	0.690	Dog
1794.wav	3.817	4.067	Dishes
1794.wav	8.731	9.363	Speech
1794.wav	9.016	10.000	Vacuum_cleaner
1795.wav	0.402	0.886	Cat
1795.wav	0.421	1.055	Speech
1795.wav	1.482	6.748	Blender
1795.wav	4.565	4.901	Speech
1795.wav	5.570	6.947	Speech
1795.wav	9.487	10.000	Speech
1796.wav	4.542	5.328	Speech
1796.wav	6.464	9.419	Speech
180.wav	3.570	4.332	Cat
180.wav	8.715	9.474	Cat
180.wav	9.479	10.000	Speech
1802.wav	1.297	3.429	Speech
1802.wav	5.355	5.605	Dishes
1806.wav	1.236	10.000	Frying
1806.wav	4.340	4.664	Dishes
1806.wav	9.327	10.000	Speech
1807.wav	0.012	10.000	Vacuum_cleaner
1807.wav	0.994	2.471	Speech
1808.wav	3.786	10.000	Vacuum_cleaner
181.wav	0.105	4.107	Cat
181.wav	5.854	6.930	Cat
181.wav	5.951	7.754	Speech
181.wav	7.088	8.362	Cat
181.wav	9.048	10.000	Speech
1811.wav	3.561	10.000	Vacuum_cleaner
1812.wav	3.072	10.000	Vacuum_cleaner
1813.wav	0.118	10.000	Vacuum_cleaner
1814.wav	0.238	1.213	Dog
1814.wav	4.775	10.000	Vacuum_cleaner
1815.wav	1.471	1.999	Speech
1815.wav	3.095	10.000	Vacuum_cleaner
1815.wav	3.784	4.084	Dog
1815.wav	5.115	5.539	Speech
1817.wav	5.426	10.000	Vacuum_cleaner
1819.wav	0.859	10.000	Vacuum_cleaner
1819.wav	5.515	6.737	Speech
1821.wav	1.612	10.000	Vacuum_cleaner
1822.wav	0.004	6.561	Vacuum_cleaner
1822.wav	2.225	4.656	Speech
1823.wav	7.218	10.000	Vacuum_cleaner
1823.wav	8.522	8.858	Speech
1824.wav	4.386	5.438	Dog
1824.wav	5.304	10.000	Vacuum_cleaner
1825.wav	4.692	10.000	Vacuum_cleaner
1827.wav	5.641	10.000	Vacuum_cleaner
1828.wav	0.697	1.261	Speech
1828.wav	4.725	5.114	Vacuum_cleaner
1828.wav	6.695	8.551	Blender
1828.wav	7.407	7.657	Speech
183.wav	8.568	9.534	Cat
183.wav	9.382	9.946	Speech
1832.wav	2.989	10.000	Vacuum_cleaner
1832.wav	9.555	10.000	Speech
1833.wav	5.262	10.000	Vacuum_cleaner
1833.wav	6.870	8.261	Dog
1834.wav	1.593	10.000	Vacuum_cleaner
1835.wav	3.908	10.000	Vacuum_cleaner
1836.wav	2.911	10.000	Vacuum_cleaner
1837.wav	2.161	10.000	Vacuum_cleaner
1837.wav	4.137	4.416	Dog
1837.wav	8.408	9.121	Speech
1838.wav	1.872	3.674	Speech
1838.wav	4.905	10.000	Vacuum_cleaner
1839.wav	7.610	10.000	Vacuum_cleaner
184.wav	0.617	1.265	Cat
184.wav	0.662	1.798	Speech
184.wav	3.925	5.001	Cat
184.wav	5.288	5.714	Speech
184.wav	5.572	6.484	Cat
184.wav	6.623	8.218	Speech
184.wav	8.193	9.269	Cat
184.wav	9.635	10.000	Speech
1840.wav	3.803	10.000	Vacuum_cleaner
1841.wav	7.097	10.000	Vacuum_cleaner
1843.wav	0.078	10.000	Vacuum_cleaner
1844.wav	3.750	8.048	Vacuum_cleaner
1845.wav	0.832	5.130	Vacuum_cleaner
1845.wav	8.510	10.000	Vacuum_cleaner
1847.wav	6.794	10.000	Vacuum_cleaner
1848.wav	2.495	3.775	Speech
1848.wav	4.733	5.440	Speech
1848.wav	7.570	7.820	Speech
1848.wav	8.227	10.000	Vacuum_cleaner
1849.wav	1.747	3.140	Speech
1849.wav	9.565	10.000	Vacuum_cleaner
1850.wav	0.000	9.933	Vacuum_cleaner
1850.wav	3.688	3.938	Dog
1851.wav	0.000	4.806	Vacuum_cleaner
1851.wav	3.946	7.499	Speech
1851.wav	7.505	7.979	Dog
1852.wav	0.000	1.226	Vacuum_cleaner
1852.wav	1.918	2.335	Dog
1852.wav	5.988	6.331	Dog
1852.wav	6.046	6.752	Speech
1852.wav	7.485	9.739	Dog
1854.wav	0.000	1.290	Vacuum_cleaner
1854.wav	0.490	2.085	Speech
1854.wav	3.579	4.213	Speech
1854.wav	4.544	9.578	Speech
1856.wav	0.000	10.000	Vacuum_cleaner
1856.wav	9.389	9.648	Speech
1857.wav	0.000	10.000	Vacuum_cleaner
1858.wav	0.000	10.000	Vacuum_cleaner
1858.wav	6.474	7.206	Speech
1859.wav	0.000	10.000	Vacuum_cleaner
1859.wav	8.318	9.888	Speech
1860.wav	0.000	10.000	Vacuum_cleaner
1860.wav	6.759	8.390	Speech
1861.wav	0.000	10.000	Vacuum_cleaner
1861.wav	4.136	4.731	Dog
1863.wav	0.000	10.000	Vacuum_cleaner
1863.wav	7.162	10.000	Speech
1865.wav	0.000	10.000	Vacuum_cleaner
1865.wav	1.726	2.059	Dog
1865.wav	2.752	3.091	Speech
1865.wav	3.745	4.902	Speech
1865.wav	5.714	6.090	Dog
1875.wav	3.279	3.766	Alarm_bell_ringing
1875.wav	4.121	5.355	Dog
1875.wav	5.113	10.000	Alarm_bell_ringing
1877.wav	0.856	1.269	Speech
1877.wav	1.983	2.489	Speech
1877.wav	4.261	6.326	Speech
1877.wav	5.023	5.328	Alarm_bell_ringing
1877.wav	6.514	10.000	Alarm_bell_ringing
1878.wav	0.193	0.504	Alarm_bell_ringing
1878.wav	3.531	4.263	Speech
1878.wav	4.404	4.654	Alarm_bell_ringing
1878.wav	4.733	5.374	Speech
1878.wav	5.922	8.222	Speech
1878.wav	8.561	10.000	Speech
1883.wav	0.218	0.599	Speech
1883.wav	4.023	4.809	Speech
1883.wav	5.900	6.312	Speech
1883.wav	6.302	6.602	Alarm_bell_ringing
1883.wav	8.589	10.000	Speech
1883.wav	9.745	10.000	Alarm_bell_ringing
1884.wav	3.018	7.251	Alarm_bell_ringing
1885.wav	6.832	8.734	Speech
1885.wav	7.038	7.371	Alarm_bell_ringing
1886.wav	0.690	2.485	Cat
1886.wav	1.073	1.433	Alarm_bell_ringing
1886.wav	2.408	3.954	Alarm_bell_ringing
1886.wav	6.412	6.724	Alarm_bell_ringing
1886.wav	6.953	10.000	Alarm_bell_ringing
1887.wav	3.480	3.801	Alarm_bell_ringing
1888.wav	0.815	2.657	Speech
1888.wav	1.772	2.125	Alarm_bell_ringing
1888.wav	2.753	3.288	Alarm_bell_ringing
1888.wav	4.109	5.558	Alarm_bell_ringing
1888.wav	6.791	7.041	Alarm_bell_ringing
1888.wav	9.658	10.000	Alarm_bell_ringing
1889.wav	0.676	0.992	Alarm_bell_ringing
1889.wav	3.760	4.040	Speech
1889.wav	5.735	6.333	Speech
1889.wav	6.039	6.559	Alarm_bell_ringing
189.wav	0.076	0.326	Speech
189.wav	0.731	1.209	Speech
189.wav	0.989	1.270	Dishes
189.wav	3.019	3.697	Dishes
189.wav	5.846	7.911	Speech
189.wav	6.626	7.155	Dishes
189.wav	8.626	10.000	Speech
1892.wav	0.436	2.032	Speech
1892.wav	1.721	9.984	Alarm_bell_ringing
